vector_index,ID,Symbol,Security,Wikipedia_URL,Symbol_meta,Security_meta,Wikipedia_URL_meta,Intro,cluster,cluster_prob,umap_x,umap_y,cluster_str,hover
373,374,PNC,PNC Financial Services,https://en.wikipedia.org/wiki/PNC_Financial_Services,PNC,PNC Financial Services,https://en.wikipedia.org/wiki/PNC_Financial_Services,"The PNC Financial Services Group, Inc. is an American bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 27 states and the District of Columbia, with 2,629 branches and 9,523 ATMs. PNC Bank is one of the largest banks in the US by assets and is one of the largest banks by number of branches, deposits, and number of ATMs.",-1,0.0,-0.17630668,0.25684705,noise,"ID: 374
Symbol: PNC
Security: PNC Financial Services
Cluster: noise
Prob: 0.000

The PNC Financial Services Group, Inc. is an American bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 27..."
374,375,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation,"Pool Corporation, doing business as POOLCORP, is the largest distributor of supplies, equipment, and machinery for swimming pools worldwide. The company is organized in Delaware and headquartered in Covington, Louisiana. It serves approximately 125,000 customers and operates 439 sales centers in North America, Europe and Australia. The company receives over half of its revenue from the California, Texas, Florida, and Arizona markets and has benefited from population shifts to warmer climates. In 2023, the company received 62% of its revenue from maintenance and minor repair products, 24% of its revenue from products used in pool renovations, and 14% of its revenue from products used in pool construction.",-1,0.0,-0.09900333,-0.09509557,noise,"ID: 375
Symbol: POOL
Security: Pool Corporation
Cluster: noise
Prob: 0.000

Pool Corporation, doing business as POOLCORP, is the largest distributor of supplies, equipment, and machinery for swimming pools worldwide. The company is organized in Delaware and headquartered in..."
375,376,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries,"PPG Industries, Inc. is an American Fortune 500 company and global supplier of paints, coatings, and specialty materials. With headquarters in Pittsburgh, Pennsylvania, PPG operates in more than 70 countries around the globe. By revenue it is the second largest coatings company in the world behind Sherwin-Williams. It is headquartered in PPG Place, an office and retail complex in downtown Pittsburgh, and is known for its glass facade designed by Postmodern architect Philip Johnson.",-1,0.0,-0.039160695,-0.038183637,noise,"ID: 376
Symbol: PPG
Security: PPG Industries
Cluster: noise
Prob: 0.000

PPG Industries, Inc. is an American Fortune 500 company and global supplier of paints, coatings, and specialty materials. With headquarters in Pittsburgh, Pennsylvania, PPG operates in more than 70..."
376,377,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,"PPL Corporation is an energy company headquartered in Allentown, Pennsylvania in the Lehigh Valley region of eastern Pennsylvania. The company is publicly traded on the New York Stock Exchange as NYSE: PPL and is part of the S&P 500. As of 2022, the company had $7.9 billion in revenue, 6,500 employees, over $37 billion in assets, and serves 3.6 million customers.",-1,0.0,-0.28683877,-0.14689513,noise,"ID: 377
Symbol: PPL
Security: PPL Corporation
Cluster: noise
Prob: 0.000

PPL Corporation is an energy company headquartered in Allentown, Pennsylvania in the Lehigh Valley region of eastern Pennsylvania. The company is publicly traded on the New York Stock Exchange as..."
377,378,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,"Principal Financial Group, Inc. (PFG) is an American global financial investment management and insurance company headquartered in Des Moines, Iowa, United States.",-1,0.0,-0.13288112,0.20993121,noise,"ID: 378
Symbol: PFG
Security: Principal Financial Group
Cluster: noise
Prob: 0.000

Principal Financial Group, Inc. (PFG) is an American global financial investment management and insurance company headquartered in Des Moines, Iowa, United States."
378,379,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, and incorporated in Ohio.",-1,0.0,-0.009805879,0.00093989074,noise,"ID: 379
Symbol: PG
Security: Procter & Gamble
Cluster: noise
Prob: 0.000

The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, and incorporated in Ohio."
379,380,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation,"The Progressive Corporation is an American insurance company. Progressive is currently the #2 auto insurer in the United States behind State Farm. The company was co-founded in 1937 by Jack Green and Joseph M. Lewis, and is headquartered in Mayfield, Ohio. The company insures passenger vehicles, motorcycles, recreational vehicles (RVs), trailers, boats, personal water craft (PWC), and commercial vehicles. Progressive also provides home, life, pet, and other types of insurance through select companies.",-1,0.0,-0.14263427,0.101110324,noise,"ID: 380
Symbol: PGR
Security: Progressive Corporation
Cluster: noise
Prob: 0.000

The Progressive Corporation is an American insurance company. Progressive is currently the #2 auto insurer in the United States behind State Farm. The company was co-founded in 1937 by Jack Green and..."
380,381,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis,"Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities. The company was formed through the merger of AMB Property Corporation and Prologis in June 2011, which made Prologis the largest industrial real estate company in the world. As of 2025, the company operates more than 15,000 land acres and over 6,000 buildings comprising about 1.3 billion square feet in 20 countries across North America, Latin America, Europe, and Asia. According to The Economist, its business strategy is focused on warehouses that are located close to huge urban areas where land is scarce. It serves about 6,600 tenants. Prologis began to expand its non-real estate business, Essentials, in 2018, offering customers solar power, racking systems, forklifts, generators, EV charging infrastructure, and other logistics tech equipment for purchase.",-1,0.0,-0.13059755,-0.003996176,noise,"ID: 381
Symbol: PLD
Security: Prologis
Cluster: noise
Prob: 0.000

Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities. The company was formed through the merger of AMB Property Corporation..."
381,382,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial,"Prudential Financial, Inc. is an American financial services company whose subsidiaries provide insurance, retirement planning, investment management, and other products and services to both retail and institutional customers throughout the United States and in over 40 other countries. In 2019, Prudential was the largest insurance provider in the United States with $815.1 billion in total assets. The company is included in the Fortune Global 500 and Fortune 500 rankings.",-1,0.0,-0.14778337,0.2708786,noise,"ID: 382
Symbol: PRU
Security: Prudential Financial
Cluster: noise
Prob: 0.000

Prudential Financial, Inc. is an American financial services company whose subsidiaries provide insurance, retirement planning, investment management, and other products and services to both retail..."
382,383,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group,"The Public Service Enterprise Group, Inc. (PSEG) is a publicly traded energy company based in Newark, New Jersey, where it has been based since its founding. It was founded in 1985, with its roots tracing back to 1903.",-1,0.0,-0.31627843,-0.15837918,noise,"ID: 383
Symbol: PEG
Security: Public Service Enterprise Group
Cluster: noise
Prob: 0.000

The Public Service Enterprise Group, Inc. (PSEG) is a publicly traded energy company based in Newark, New Jersey, where it has been based since its founding. It was founded in 1985, with its roots..."
383,384,PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company),PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company),"PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts. The company was a pioneer in parametric, associative feature-based, solid computer-aided design (CAD) modeling software in 1988, including an Internet-based product for Product Lifecycle Management (PLM) in 1998. PTC markets products and services and an Internet of Things (IoT) and augmented reality (AR) platform for partners and developers.",-1,0.0,0.20148304,-0.085014395,noise,"ID: 384
Symbol: PTC
Security: PTC Inc.
Cluster: noise
Prob: 0.000

PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts. The company was a pioneer in parametric, associative feature-based, solid..."
384,385,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage,"Public Storage, headquartered in Glendale, California, is a real estate investment trust that invests in self storage. It is the largest brand of self-storage services in the US and owns approximately 9% of the self storage square footage in the U.S. As of December 31, 2024, the company operated 3,073 self-storage facilities containing an aggregate of 221 million net rentable square feet of space. The company also provides insurance services for tenants and manages 307 self storage facilities for other owners.",-1,0.0,-0.15612893,0.058801457,noise,"ID: 385
Symbol: PSA
Security: Public Storage
Cluster: noise
Prob: 0.000

Public Storage, headquartered in Glendale, California, is a real estate investment trust that invests in self storage. It is the largest brand of self-storage services in the US and owns..."
385,386,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup,"PulteGroup, Inc. is an American residential home-construction company based in Atlanta, Georgia, United States. As of 2023, the company is the third-largest home-construction company in the United States based on the number of homes closed. In total, the company has built over 775,000 homes.",-1,0.0,-0.106026754,0.016410891,noise,"ID: 386
Symbol: PHM
Security: PulteGroup
Cluster: noise
Prob: 0.000

PulteGroup, Inc. is an American residential home-construction company based in Atlanta, Georgia, United States. As of 2023, the company is the third-largest home-construction company in the United..."
386,387,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services,"Quanta Services is a U.S. corporation that provides infrastructure services for the electric power, pipeline, industrial and communications industries. Its capabilities include planning, design, installation, program management, maintenance and repair of most types of network infrastructure. The company has grown organically since its founding, but it has also acquired over 150 companies in the electrical contracting industry. It has provided its services and expertise to many major electrical transmission construction projects,",-1,0.0,-0.14016825,-0.18337713,noise,"ID: 387
Symbol: PWR
Security: Quanta Services
Cluster: noise
Prob: 0.000

Quanta Services is a U.S. corporation that provides infrastructure services for the electric power, pipeline, industrial and communications industries. Its capabilities include planning, design,..."
387,388,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm,"Qualcomm Incorporated is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software and services related to wireless technology. It owns patents critical to the 5G, 4G, CDMA2000, TD-SCDMA and WCDMA mobile communications standards.",-1,0.0,0.20615175,-0.05331992,noise,"ID: 388
Symbol: QCOM
Security: Qualcomm
Cluster: noise
Prob: 0.000

Qualcomm Incorporated is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software and services related to..."
388,389,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics,"Quest Diagnostics Incorporated is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.",-1,0.0,0.123930916,-0.02181181,noise,"ID: 389
Symbol: DGX
Security: Quest Diagnostics
Cluster: noise
Prob: 0.000

Quest Diagnostics Incorporated is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative..."
389,390,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,"Ralph Lauren Corporation is a publicly traded American fashion and lifestyle brand founded in 1967 by Ralph Lauren in New York City. The company markets products in apparel, home, accessories, and fragrances, and is most known for its flagship brand, Polo Ralph Lauren. The company's brands include mid-range, sub-premium, and premium labels up to its highest priced luxury Ralph Lauren Purple Label apparel.",-1,0.0,0.014206401,0.14833699,noise,"ID: 390
Symbol: RL
Security: Ralph Lauren Corporation
Cluster: noise
Prob: 0.000

Ralph Lauren Corporation is a publicly traded American fashion and lifestyle brand founded in 1967 by Ralph Lauren in New York City. The company markets products in apparel, home, accessories, and..."
390,391,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial,"Raymond James Financial, Inc. is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management. The company is headquartered in St. Petersburg, Florida.",-1,0.0,-0.075156875,0.2020058,noise,"ID: 391
Symbol: RJF
Security: Raymond James Financial
Cluster: noise
Prob: 0.000

Raymond James Financial, Inc. is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities..."
391,392,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation,"RTX Corporation, formerly Raytheon Technologies Corporation, is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace and defense manufacturers in the world by revenue and market capitalization, as well as one of the largest providers of intelligence services. In 2023, the company's seat in Forbes Global 2000 was 79. Through its business units Collins Aerospace, Pratt & Whitney and Raytheon, RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones. The company is a large military contractor, getting much of its revenue from the U.S. government.",-1,0.0,0.09415224,-0.06316251,noise,"ID: 392
Symbol: RTX
Security: RTX Corporation
Cluster: noise
Prob: 0.000

RTX Corporation, formerly Raytheon Technologies Corporation, is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace..."
392,393,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, the United Kingdom, and six other countries in Europe. These properties are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California.",-1,0.0,-0.24159728,0.07271807,noise,"ID: 393
Symbol: O
Security: Realty Income
Cluster: noise
Prob: 0.000

Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, the United Kingdom, and six other countries in..."
393,394,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers,"Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants. As of October 21, 2020, the company owned 415 properties comprising 56-million-square feet of space. Notable properties owned by the company include Serramonte Center and a 30% interest in Village District.",-1,0.0,-0.26261458,0.037017453,noise,"ID: 394
Symbol: REG
Security: Regency Centers
Cluster: noise
Prob: 0.000

Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants. As of..."
394,395,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its present name; the company has since expanded operations into the study of both cytokine and tyrosine kinase receptors, which gave rise to their first product, which is a VEGF-trap.",-1,0.0,0.08854891,-0.049382105,noise,"ID: 395
Symbol: REGN
Security: Regeneron Pharmaceuticals
Cluster: noise
Prob: 0.000

Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988. Originally focused on neurotrophic factors and..."
395,396,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation,"Regions Financial Corporation is an American bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail and commercial banking, trust, stock brokerage, and mortgage services. Its banking subsidiary, Regions Bank, operates about 2,000 automated teller machines and 1,300 branches in 15 states in the Southern and Midwestern United States.",-1,0.0,-0.19591606,0.17015424,noise,"ID: 396
Symbol: RF
Security: Regions Financial Corporation
Cluster: noise
Prob: 0.000

Regions Financial Corporation is an American bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail and commercial banking, trust, stock..."
396,397,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services,"Republic Services, Inc. is a North American waste disposal company whose services include non-hazardous solid waste collection, waste transfer, waste disposal, recycling, and energy services. It is the second largest provider of waste disposal in the United States after Waste Management. Its operations primarily consist of providing collection, transfer, and disposal of non-hazardous solid waste, recovering and recycling of certain materials, and energy services. The company is 35.1% owned by Bill Gates's Cascade Investment.",-1,0.0,-0.16221559,-0.09086696,noise,"ID: 397
Symbol: RSG
Security: Republic Services
Cluster: noise
Prob: 0.000

Republic Services, Inc. is a North American waste disposal company whose services include non-hazardous solid waste collection, waste transfer, waste disposal, recycling, and energy services. It is..."
397,398,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed,"ResMed Inc. is a medical equipment company based in San Diego, California, and founded in Australia. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea, chronic obstructive pulmonary disease (COPD), and other respiratory conditions. Resmed produced hundreds of thousands of ventilators and bilevel devices to help treat the respiratory symptoms of patients with COVID-19. Resmed also provides software to out-of-hospital care agencies to streamline transitions of care into and between these care settings for seniors and their care providers.",-1,0.0,0.2030927,-0.107649155,noise,"ID: 398
Symbol: RMD
Security: ResMed
Cluster: noise
Prob: 0.000

ResMed Inc. is a medical equipment company based in San Diego, California, and founded in Australia. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea, chronic..."
398,399,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity,"Revvity, Inc. is an American company in the life sciences and diagnostics business that is focused on selling to the pharmaceutical and biotechnology industries, especially in relation to approaches making use of new cell therapy or gene therapy developments. Its origins lie with the long-existing company PerkinElmer, which has been in a variety of business lines.",-1,0.0,0.15389462,-0.12285494,noise,"ID: 399
Symbol: RVTY
Security: Revvity
Cluster: noise
Prob: 0.000

Revvity, Inc. is an American company in the life sciences and diagnostics business that is focused on selling to the pharmaceutical and biotechnology industries, especially in relation to approaches..."
399,400,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets,"Robinhood Markets, Inc. is an American financial services company based in Menlo Park, California. It provides an electronic trading platform that facilitates trades of stocks, exchange-traded funds, options, index options, futures contracts, outcomes on prediction markets, and cryptocurrency. It also offers cryptocurrency wallets, wealth management, credit cards and other banking services, some in partnership with banks insured by the FDIC, as well as a news website, Sherwood.News. The company's revenue comes from payment for order flow and commissions on options, cryptocurrency, equities, and other products such as futures and event contracts ; net interest income, and other sources. The company has 27.4 million funded customers and $279 billion in assets under custody. Its platform is available in the U.S., the UK, and, for trading cryptocurrency and tokenized stocks and ETFs only, in the European Union. Approximately 2 billion option contracts are traded annually on the Robinhood platform.",-1,0.0,-0.035561718,0.21707587,noise,"ID: 400
Symbol: HOOD
Security: Robinhood Markets
Cluster: noise
Prob: 0.000

Robinhood Markets, Inc. is an American financial services company based in Menlo Park, California. It provides an electronic trading platform that facilitates trades of stocks, exchange-traded funds,..."
400,401,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation,"Rockwell Automation, Inc. is an American provider of industrial automation and digital transformation technologies headquartered in Milwaukee, Wisconsin. Its brands include Allen-Bradley, FactoryTalk software and LifecycleIQ Services. Rockwell Automation employs approximately 27,000 people and has customers in more than 100 countries worldwide.",-1,0.0,0.1503993,-0.10990387,noise,"ID: 401
Symbol: ROK
Security: Rockwell Automation
Cluster: noise
Prob: 0.000

Rockwell Automation, Inc. is an American provider of industrial automation and digital transformation technologies headquartered in Milwaukee, Wisconsin. Its brands include Allen-Bradley, FactoryTalk..."
401,402,ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.",ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.","Rollins, Inc. is a North American pest control company serving residential and commercial clients. Operating globally through its wholly owned subsidiaries, Orkin, Inc., PCO Services, HomeTeam Pest Defense, Western Pest Services, Industrial Fumigant Company, TruTech, Critter Control, Crane, Waltham, OPC Services, PermaTreat, Northwest Exterminating, McCall Service and Clark Pest Control, as well UK subsidiaries Integrated Pest Management Limited, Safeguard Pest Control, NBC Environment, Europest Environmental Services, Guardian Pest Control, Ames, Kestrel and Beaver Pest Control, with Australian subsidiaries Allpest, Scientific Pest Control, Murray Pest Control and Statewide Pest Control, and Singapore subsidiary Aardwolf Pestkare, the company provides pest control services and protection against termite damage, rodents and insects to over 2.8 million customers in the US, Canada, United Kingdom, Mexico, Central America, the Caribbean, the Middle East and Asia from over 800 locations.",-1,0.0,-0.016980298,0.0015981174,noise,"ID: 402
Symbol: ROL
Security: Rollins, Inc.
Cluster: noise
Prob: 0.000

Rollins, Inc. is a North American pest control company serving residential and commercial clients. Operating globally through its wholly owned subsidiaries, Orkin, Inc., PCO Services, HomeTeam Pest..."
402,403,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies,"Roper Technologies, Inc. is a holding company that owns companies in the technology sector.",-1,0.0,0.022250092,0.00888661,noise,"ID: 403
Symbol: ROP
Security: Roper Technologies
Cluster: noise
Prob: 0.000

Roper Technologies, Inc. is a holding company that owns companies in the technology sector."
403,404,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,"Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California. It is the largest off-price retailer in the U.S.; as of July 2024, Ross operates 1,795 stores in 43 U.S. states, Washington, D.C. Puerto Rico and Guam, covering much of the country, but with no presence in New England and Alaska. The company also operates DD's Discounts, a discount department store chain with over 353 locations across the United States, most of which are located in Sun Belt states.",-1,0.0,-0.09318766,0.08745233,noise,"ID: 404
Symbol: ROST
Security: Ross Stores
Cluster: noise
Prob: 0.000

Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California. It is the largest off-price retailer in..."
404,405,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,"Royal Caribbean Group, formerly known as Royal Caribbean Cruises Ltd., is a cruise holding company headquartered in Miami, Florida, United States and incorporated in Liberia. It is the world's second-largest cruise line operator, after Carnival Corporation & plc. As of September 2025, Royal Caribbean Group fully owns three cruise lines: Royal Caribbean International, Celebrity Cruises, and Silversea Cruises. It also holds a 50% stake in TUI Cruises, which operates Mein Schiff and Hapag-Lloyd Cruises, with the Group's global fleet consisting of 68 ships.",-1,0.0,-0.14311108,0.23457909,noise,"ID: 405
Symbol: RCL
Security: Royal Caribbean Group
Cluster: noise
Prob: 0.000

Royal Caribbean Group, formerly known as Royal Caribbean Cruises Ltd., is a cruise holding company headquartered in Miami, Florida, United States and incorporated in Liberia. It is the world's..."
405,406,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company of S&P Global Ratings, S&P Global Market Intelligence, S&P Global Mobility, S&P Global Sustainable1, and S&P Global Commodity Insights, CRISIL. It is also the majority owner of the S&P Dow Jones Indices joint venture. ""S&P"" is a shortening of ""Standard and Poor's"".",-1,0.0,-0.029969836,0.15418522,noise,"ID: 406
Symbol: SPGI
Security: S&P Global
Cluster: noise
Prob: 0.000

S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company..."
406,407,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce,"Salesforce, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides applications focused on sales, customer service, marketing automation, e-commerce, analytics, artificial intelligence, agentic AI, and application development.",-1,0.0,0.18394202,0.06481074,noise,"ID: 407
Symbol: CRM
Security: Salesforce
Cluster: noise
Prob: 0.000

Salesforce, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides applications focused on sales, customer service, marketing automation, e-commerce,..."
407,408,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa. It was founded in 1989 as Steven Bernstein and Associates by Steven Bernstein.",-1,0.0,-0.066833094,0.07124438,noise,"ID: 408
Symbol: SBAC
Security: SBA Communications
Cluster: noise
Prob: 0.000

SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa. It was..."
408,409,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger,"Schlumberger, doing business as SLB, is a global multinational oilfield services company. Founded in France in 1926, the company is now incorporated as Schlumberger NV in Willemstad, Curaçao, with principal executive offices in Houston, Texas. As of 2022, it is both the world's largest offshore drilling company and the world's largest offshore drilling contractor by revenue.",-1,0.0,-0.06691835,0.042798128,noise,"ID: 409
Symbol: SLB
Security: Schlumberger
Cluster: noise
Prob: 0.000

Schlumberger, doing business as SLB, is a global multinational oilfield services company. Founded in France in 1926, the company is now incorporated as Schlumberger NV in Willemstad, Curaçao, with..."
409,410,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology,"Seagate Technology Holdings plc is an American data storage company. It was incorporated in 1978 as Shugart Technology and commenced business in 1979. Since 2010, the company has been incorporated in Dublin, Ireland, with operational headquarters in Fremont, California, United States.",-1,0.0,0.10464601,-0.027617907,noise,"ID: 410
Symbol: STX
Security: Seagate Technology
Cluster: noise
Prob: 0.000

Seagate Technology Holdings plc is an American data storage company. It was incorporated in 1978 as Shugart Technology and commenced business in 1979. Since 2010, the company has been incorporated in..."
410,411,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra,"Sempra is a North American public utility holding company based in San Diego, California. The company is one of the largest utility holding companies in the United States with nearly 40 million consumers. Sempra's focus is on electric and natural gas infrastructure and its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDGE) in Southern California; Oncor Electric Delivery Company in Texas; and Sempra Infrastructure, with offices in California and Texas.",-1,0.0,-0.26268056,-0.2448541,noise,"ID: 411
Symbol: SRE
Security: Sempra
Cluster: noise
Prob: 0.000

Sempra is a North American public utility holding company based in San Diego, California. The company is one of the largest utility holding companies in the United States with nearly 40 million..."
